"t","i","forestry","pasture"
"y2070","USA",2.7366680750064,0.0635178445774245
"y2075","ANZ",6.02174321094264,0.110541221701858
"y2075","BRA",5.23514390563165,0.0704110362049254
"y2075","CAN",1.38065517103398,0.172581896379248
"y2075","CHA",6.2174925098221,0.0643235350833959
"y2075","DEA",1.22484455612105,0.153105569515131
"y2075","EUR",2.78072359621795,0.132009609541561
"y2075","IND",2.19044042929672,0.0544370969386247
"y2075","MEA",0.332192100182855,0.0415240125228569
"y2075","NEU",0.418370990104988,0.0522963737631235
"y2075","REF",0.774028449212997,0.0621437054840904
"y2075","RUS",1.56875356246622,0.0337587666687472
"y2075","SAF",0.383684677718232,0.047960584714779
"y2075","SAS",1.43213635272017,0.179017044090021
"y2075","SCO",1.04275950541416,0.0267810367035771
"y2075","SEA",3.86326040939876,0.0647703897556264
"y2075","TAF",0.468446391325513,0.047960584714779
"y2075","TLA",2.5539340177999,0.0267810367035771
"y2075","USA",2.7366680750064,0.0635178445774245
"y2080","ANZ",6.02174321094264,0.110541221701858
"y2080","BRA",5.23514390563165,0.0704110362049254
"y2080","CAN",1.38065517103398,0.172581896379248
"y2080","CHA",6.2174925098221,0.0643235350833959
"y2080","DEA",1.22484455612105,0.153105569515131
"y2080","EUR",2.78072359621795,0.132009609541561
"y2080","IND",2.19044042929672,0.0544370969386247
"y2080","MEA",0.332192100182855,0.0415240125228569
"y2080","NEU",0.418370990104988,0.0522963737631235
"y2080","REF",0.774028449212997,0.0621437054840904
"y2080","RUS",1.56875356246622,0.0337587666687472
"y2080","SAF",0.383684677718232,0.047960584714779
"y2080","SAS",1.43213635272017,0.179017044090021
"y2080","SCO",1.04275950541416,0.0267810367035771
"y2080","SEA",3.86326040939876,0.0647703897556264
"y2080","TAF",0.468446391325513,0.047960584714779
"y2080","TLA",2.5539340177999,0.0267810367035771
"y2080","USA",2.7366680750064,0.0635178445774245
"y2085","ANZ",6.02174321094264,0.110541221701858
"y2085","BRA",5.23514390563165,0.0704110362049254
"y2085","CAN",1.38065517103398,0.172581896379248
"y2085","CHA",6.2174925098221,0.0643235350833959
"y2085","DEA",1.22484455612105,0.153105569515131
"y2085","EUR",2.78072359621795,0.132009609541561
"y2085","IND",2.19044042929672,0.0544370969386247
"y2085","MEA",0.332192100182855,0.0415240125228569
"y2085","NEU",0.418370990104988,0.0522963737631235
"y2085","REF",0.774028449212997,0.0621437054840904
"y2085","RUS",1.56875356246622,0.0337587666687472
"y2085","SAF",0.383684677718232,0.047960584714779
"y2085","SAS",1.43213635272017,0.179017044090021
"y2085","SCO",1.04275950541416,0.0267810367035771
"y2085","SEA",3.86326040939876,0.0647703897556264
"y2085","TAF",0.468446391325513,0.047960584714779
"y2085","TLA",2.5539340177999,0.0267810367035771
"y2085","USA",2.7366680750064,0.0635178445774245
"y2090","ANZ",6.02174321094264,0.110541221701858
"y2090","BRA",5.23514390563165,0.0704110362049254
"y2090","CAN",1.38065517103398,0.172581896379248
"y2090","CHA",6.2174925098221,0.0643235350833959
"y2090","DEA",1.22484455612105,0.153105569515131
"y2090","EUR",2.78072359621795,0.132009609541561
"y2090","IND",2.19044042929672,0.0544370969386247
"y2090","MEA",0.332192100182855,0.0415240125228569
"y2090","NEU",0.418370990104988,0.0522963737631235
"y2090","REF",0.774028449212997,0.0621437054840904
"y2090","RUS",1.56875356246622,0.0337587666687472
"y2090","SAF",0.383684677718232,0.047960584714779
"y2090","SAS",1.43213635272017,0.179017044090021
"y2090","SCO",1.04275950541416,0.0267810367035771
"y2090","SEA",3.86326040939876,0.0647703897556264
"y2090","TAF",0.468446391325513,0.047960584714779
"y2090","TLA",2.5539340177999,0.0267810367035771
"y2090","USA",2.7366680750064,0.0635178445774245
"y2095","ANZ",6.02174321094264,0.110541221701858
"y2095","BRA",5.23514390563165,0.0704110362049254
"y2095","CAN",1.38065517103398,0.172581896379248
"y2095","CHA",6.2174925098221,0.0643235350833959
"y2095","DEA",1.22484455612105,0.153105569515131
"y2095","EUR",2.78072359621795,0.132009609541561
"y2095","IND",2.19044042929672,0.0544370969386247
"y2095","MEA",0.332192100182855,0.0415240125228569
"y2095","NEU",0.418370990104988,0.0522963737631235
"y2095","REF",0.774028449212997,0.0621437054840904
"y2095","RUS",1.56875356246622,0.0337587666687472
"y2095","SAF",0.383684677718232,0.047960584714779
"y2095","SAS",1.43213635272017,0.179017044090021
"y2095","SCO",1.04275950541416,0.0267810367035771
"y2095","SEA",3.86326040939876,0.0647703897556264
"y2095","TAF",0.468446391325513,0.047960584714779
"y2095","TLA",2.5539340177999,0.0267810367035771
"y2095","USA",2.7366680750064,0.0635178445774245
"y2100","ANZ",6.02174321094264,0.110541221701858
"y2100","BRA",5.23514390563165,0.0704110362049254
"y2100","CAN",1.38065517103398,0.172581896379248
"y2100","CHA",6.2174925098221,0.0643235350833959
"y2100","DEA",1.22484455612105,0.153105569515131
"y2100","EUR",2.78072359621795,0.132009609541561
"y2100","IND",2.19044042929672,0.0544370969386247
"y2100","MEA",0.332192100182855,0.0415240125228569
"y2100","NEU",0.418370990104988,0.0522963737631235
"y2100","REF",0.774028449212997,0.0621437054840904
"y2100","RUS",1.56875356246622,0.0337587666687472
"y2100","SAF",0.383684677718232,0.047960584714779
"y2100","SAS",1.43213635272017,0.179017044090021
"y2100","SCO",1.04275950541416,0.0267810367035771
"y2100","SEA",3.86326040939876,0.0647703897556264
"y2100","TAF",0.468446391325513,0.047960584714779
"y2100","TLA",2.5539340177999,0.0267810367035771
"y2100","USA",2.7366680750064,0.0635178445774245
"y2105","ANZ",6.02174321094264,0.110541221701858
"y2105","BRA",5.23514390563165,0.0704110362049254
"y2105","CAN",1.38065517103398,0.172581896379248
"y2105","CHA",6.2174925098221,0.0643235350833959
"y2105","DEA",1.22484455612105,0.153105569515131
"y2105","EUR",2.78072359621795,0.132009609541561
"y2105","IND",2.19044042929672,0.0544370969386247
"y2105","MEA",0.332192100182855,0.0415240125228569
"y2105","NEU",0.418370990104988,0.0522963737631235
"y2105","REF",0.774028449212997,0.0621437054840904
"y2105","RUS",1.56875356246622,0.0337587666687472
"y2105","SAF",0.383684677718232,0.047960584714779
"y2105","SAS",1.43213635272017,0.179017044090021
"y2105","SCO",1.04275950541416,0.0267810367035771
"y2105","SEA",3.86326040939876,0.0647703897556264
"y2105","TAF",0.468446391325513,0.047960584714779
"y2105","TLA",2.5539340177999,0.0267810367035771
"y2105","USA",2.7366680750064,0.0635178445774245
"y2110","ANZ",6.02174321094264,0.110541221701858
"y2110","BRA",5.23514390563165,0.0704110362049254
"y2110","CAN",1.38065517103398,0.172581896379248
"y2110","CHA",6.2174925098221,0.0643235350833959
"y2110","DEA",1.22484455612105,0.153105569515131
"y2110","EUR",2.78072359621795,0.132009609541561
"y2110","IND",2.19044042929672,0.0544370969386247
"y2110","MEA",0.332192100182855,0.0415240125228569
"y2110","NEU",0.418370990104988,0.0522963737631235
"y2110","REF",0.774028449212997,0.0621437054840904
"y2110","RUS",1.56875356246622,0.0337587666687472
"y2110","SAF",0.383684677718232,0.047960584714779
"y2110","SAS",1.43213635272017,0.179017044090021
"y2110","SCO",1.04275950541416,0.0267810367035771
"y2110","SEA",3.86326040939876,0.0647703897556264
"y2110","TAF",0.468446391325513,0.047960584714779
"y2110","TLA",2.5539340177999,0.0267810367035771
"y2110","USA",2.7366680750064,0.0635178445774245
"y2115","ANZ",6.02174321094264,0.110541221701858
"y2115","BRA",5.23514390563165,0.0704110362049254
"y2115","CAN",1.38065517103398,0.172581896379248
"y2115","CHA",6.2174925098221,0.0643235350833959
"y2115","DEA",1.22484455612105,0.153105569515131
"y2115","EUR",2.78072359621795,0.132009609541561
"y2115","IND",2.19044042929672,0.0544370969386247
"y2115","MEA",0.332192100182855,0.0415240125228569
"y2115","NEU",0.418370990104988,0.0522963737631235
"y2115","REF",0.774028449212997,0.0621437054840904
"y2115","RUS",1.56875356246622,0.0337587666687472
"y2115","SAF",0.383684677718232,0.047960584714779
"y2115","SAS",1.43213635272017,0.179017044090021
"y2115","SCO",1.04275950541416,0.0267810367035771
"y2115","SEA",3.86326040939876,0.0647703897556264
"y2115","TAF",0.468446391325513,0.047960584714779
"y2115","TLA",2.5539340177999,0.0267810367035771
"y2115","USA",2.7366680750064,0.0635178445774245
"y2120","ANZ",6.02174321094264,0.110541221701858
"y2120","BRA",5.23514390563165,0.0704110362049254
"y2120","CAN",1.38065517103398,0.172581896379248
"y2120","CHA",6.2174925098221,0.0643235350833959
"y2120","DEA",1.22484455612105,0.153105569515131
"y2120","EUR",2.78072359621795,0.132009609541561
"y2120","IND",2.19044042929672,0.0544370969386247
"y2120","MEA",0.332192100182855,0.0415240125228569
"y2120","NEU",0.418370990104988,0.0522963737631235
"y2120","REF",0.774028449212997,0.0621437054840904
"y2120","RUS",1.56875356246622,0.0337587666687472
"y2120","SAF",0.383684677718232,0.047960584714779
"y2120","SAS",1.43213635272017,0.179017044090021
"y2120","SCO",1.04275950541416,0.0267810367035771
"y2120","SEA",3.86326040939876,0.0647703897556264
"y2120","TAF",0.468446391325513,0.047960584714779
"y2120","TLA",2.5539340177999,0.0267810367035771
"y2120","USA",2.7366680750064,0.0635178445774245
"y2125","ANZ",6.02174321094264,0.110541221701858
"y2125","BRA",5.23514390563165,0.0704110362049254
"y2125","CAN",1.38065517103398,0.172581896379248
"y2125","CHA",6.2174925098221,0.0643235350833959
"y2125","DEA",1.22484455612105,0.153105569515131
"y2125","EUR",2.78072359621795,0.132009609541561
"y2125","IND",2.19044042929672,0.0544370969386247
"y2125","MEA",0.332192100182855,0.0415240125228569
"y2125","NEU",0.418370990104988,0.0522963737631235
"y2125","REF",0.774028449212997,0.0621437054840904
"y2125","RUS",1.56875356246622,0.0337587666687472
"y2125","SAF",0.383684677718232,0.047960584714779
"y2125","SAS",1.43213635272017,0.179017044090021
"y2125","SCO",1.04275950541416,0.0267810367035771
"y2125","SEA",3.86326040939876,0.0647703897556264
"y2125","TAF",0.468446391325513,0.047960584714779
"y2125","TLA",2.5539340177999,0.0267810367035771
"y2125","USA",2.7366680750064,0.0635178445774245
"y2130","ANZ",6.02174321094264,0.110541221701858
"y2130","BRA",5.23514390563165,0.0704110362049254
"y2130","CAN",1.38065517103398,0.172581896379248
"y2130","CHA",6.2174925098221,0.0643235350833959
"y2130","DEA",1.22484455612105,0.153105569515131
"y2130","EUR",2.78072359621795,0.132009609541561
"y2130","IND",2.19044042929672,0.0544370969386247
"y2130","MEA",0.332192100182855,0.0415240125228569
"y2130","NEU",0.418370990104988,0.0522963737631235
"y2130","REF",0.774028449212997,0.0621437054840904
"y2130","RUS",1.56875356246622,0.0337587666687472
"y2130","SAF",0.383684677718232,0.047960584714779
"y2130","SAS",1.43213635272017,0.179017044090021
"y2130","SCO",1.04275950541416,0.0267810367035771
"y2130","SEA",3.86326040939876,0.0647703897556264
"y2130","TAF",0.468446391325513,0.047960584714779
"y2130","TLA",2.5539340177999,0.0267810367035771
"y2130","USA",2.7366680750064,0.0635178445774245
"y2135","ANZ",6.02174321094264,0.110541221701858
"y2135","BRA",5.23514390563165,0.0704110362049254
"y2135","CAN",1.38065517103398,0.172581896379248
"y2135","CHA",6.2174925098221,0.0643235350833959
"y2135","DEA",1.22484455612105,0.153105569515131
"y2135","EUR",2.78072359621795,0.132009609541561
"y2135","IND",2.19044042929672,0.0544370969386247
"y2135","MEA",0.332192100182855,0.0415240125228569
"y2135","NEU",0.418370990104988,0.0522963737631235
"y2135","REF",0.774028449212997,0.0621437054840904
"y2135","RUS",1.56875356246622,0.0337587666687472
"y2135","SAF",0.383684677718232,0.047960584714779
"y2135","SAS",1.43213635272017,0.179017044090021
"y2135","SCO",1.04275950541416,0.0267810367035771
"y2135","SEA",3.86326040939876,0.0647703897556264
"y2135","TAF",0.468446391325513,0.047960584714779
"y2135","TLA",2.5539340177999,0.0267810367035771
"y2135","USA",2.7366680750064,0.0635178445774245
"y2140","ANZ",6.02174321094264,0.110541221701858
"y2140","BRA",5.23514390563165,0.0704110362049254
"y2140","CAN",1.38065517103398,0.172581896379248
"y2140","CHA",6.2174925098221,0.0643235350833959
"y2140","DEA",1.22484455612105,0.153105569515131
"y2140","EUR",2.78072359621795,0.132009609541561
"y2140","IND",2.19044042929672,0.0544370969386247
"y2140","MEA",0.332192100182855,0.0415240125228569
"y2140","NEU",0.418370990104988,0.0522963737631235
"y2140","REF",0.774028449212997,0.0621437054840904
"y2140","RUS",1.56875356246622,0.0337587666687472
"y2140","SAF",0.383684677718232,0.047960584714779
"y2140","SAS",1.43213635272017,0.179017044090021
"y2140","SCO",1.04275950541416,0.0267810367035771
"y2140","SEA",3.86326040939876,0.0647703897556264
"y2140","TAF",0.468446391325513,0.047960584714779
"y2140","TLA",2.5539340177999,0.0267810367035771
"y2140","USA",2.7366680750064,0.0635178445774245
"y2145","ANZ",6.02174321094264,0.110541221701858
"y2145","BRA",5.23514390563165,0.0704110362049254
"y2145","CAN",1.38065517103398,0.172581896379248
"y2145","CHA",6.2174925098221,0.0643235350833959
"y2145","DEA",1.22484455612105,0.153105569515131
"y2145","EUR",2.78072359621795,0.132009609541561
"y2145","IND",2.19044042929672,0.0544370969386247
"y2145","MEA",0.332192100182855,0.0415240125228569
"y2145","NEU",0.418370990104988,0.0522963737631235
"y2145","REF",0.774028449212997,0.0621437054840904
"y2145","RUS",1.56875356246622,0.0337587666687472
"y2145","SAF",0.383684677718232,0.047960584714779
"y2145","SAS",1.43213635272017,0.179017044090021
"y2145","SCO",1.04275950541416,0.0267810367035771
"y2145","SEA",3.86326040939876,0.0647703897556264
"y2145","TAF",0.468446391325513,0.047960584714779
"y2145","TLA",2.5539340177999,0.0267810367035771
"y2145","USA",2.7366680750064,0.0635178445774245
"y2150","ANZ",6.02174321094264,0.110541221701858
"y2150","BRA",5.23514390563165,0.0704110362049254
"y2150","CAN",1.38065517103398,0.172581896379248
"y2150","CHA",6.2174925098221,0.0643235350833959
"y2150","DEA",1.22484455612105,0.153105569515131
"y2150","EUR",2.78072359621795,0.132009609541561
"y2150","IND",2.19044042929672,0.0544370969386247
"y2150","MEA",0.332192100182855,0.0415240125228569
"y2150","NEU",0.418370990104988,0.0522963737631235
"y2150","REF",0.774028449212997,0.0621437054840904
"y2150","RUS",1.56875356246622,0.0337587666687472
"y2150","SAF",0.383684677718232,0.047960584714779
"y2150","SAS",1.43213635272017,0.179017044090021
"y2150","SCO",1.04275950541416,0.0267810367035771
"y2150","SEA",3.86326040939876,0.0647703897556264
"y2150","TAF",0.468446391325513,0.047960584714779
"y2150","TLA",2.5539340177999,0.0267810367035771
"y2150","USA",2.7366680750064,0.0635178445774245
